year,category,nominee,workers,winner
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",The Weavers: Wasn't That A Time,Jim Brown,False
1983,Film | Score for a Film in 1983,ET: The Extra-Terrestrial,John Williams,True
1983,Film | Score for a Film in 1983,Blade Runner,Vangelis Papathanassiou,False
1983,Film | Score for a Film in 1983,Gandhi,"Ravi Shankar, George Fenton",False
1983,Film | Score for a Film in 1983,Missing,Vangelis Papathanassiou,False
1983,Film | Screenplay in 1983,Missing,"Costa-Gavras, Donald Stewart",True
1983,Film | Screenplay in 1983,ET: The Extra-Terrestrial,Melissa Mathison,False
1983,Film | Screenplay in 1983,Gandhi,John Briley,False
1983,Film | Screenplay in 1983,On Golden Pond,Ernest Thompson,False
1983,Film | Short Animation in 1983,Dreamland Express,David Anderson,True
1983,Film | Short Animation in 1983,Some Of Your Bits Ain't Nice,Richard Taylor,False
1983,Film | Short Animation in 1983,Sound Collector,Lynn Smith,False
1983,Film | Short Film in 1983,The Privilege,Ian Knox,True
1983,Film | Short Film in 1983,Rating Notman,Carlo Gebler,False
1983,Film | Short Film in 1983,The Rocking Horse Winner,Robert Bierman,False
1983,Film | Short Film in 1983,A Shocking Accident,James Scott,False
1983,Film | Sound in 1983,Pink Floyd The Wall,"James Guthrie, Eddy Joseph, Clive Winter, Graham Hartstone, Nicolas Le Messurier",True
1983,Film | Sound in 1983,Blade Runner,"Peter Pennell, Bud Alper, Graham Hartstone, Gerry Humphreys",False
1983,Film | Sound in 1983,ET: The Extra-Terrestrial,"Charles L Campbell, Gene Cantamessa, Buzz Knudson, Robert Glass, Don Digirolamo",False
1983,Film | Sound in 1983,Gandhi,"Jonathan Bates, Simon Kaye, Gerry Humphreys, Robin O'Donoghue",False
1983,Film | Special Visual Effects in 1983,Poltergeist,Richard Edlund,True
1983,Film | Special Visual Effects in 1983,Blade Runner,"Douglas Trumball, Richard Yuricich, David Dryer",False
1983,Film | Special Visual Effects in 1983,ET: The Extra-Terrestrial,"Dennis Muren, Carlo Rambaldi",False
1983,Film | Special Visual Effects in 1983,Tron,"Richard Taylor, Harrison Ellenshaw",False
1983,Film | Supporting Actor in 1983,Jack Nicholson,Reds,True
1983,Film | Supporting Actor in 1983,Frank Finlay,The Return Of The Soldier,False
1983,Film | Supporting Actor in 1983,Edward Fox,Gandhi,False
1983,Film | Supporting Actor in 1983,Roshan Seth,Gandhi,False
1983,Film | Supporting Actress in 1983,Rohini Hattangadi,Gandhi,True
1983,Film | Supporting Actress in 1983,Maureen Stapleton,Reds,True
1983,Film | Supporting Actress in 1983,Candice Bergen,Gandhi,False
1983,Film | Supporting Actress in 1983,Jane Fonda,On Golden Pond,False
1984,Film | Actor in 1984,Michael Caine,Educating Rita,True
1984,Film | Actor in 1984,Dustin Hoffman,Tootsie,True
1984,Film | Actor in 1984,Michael Caine,The Honorary Consul,False
1984,Film | Actor in 1984,Robert De Niro,The King Of Comedy,False
1984,Film | Actress in 1984,Julie Walters,Educating Rita,True
1984,Film | Actress in 1984,Jessica Lange,Tootsie,False
1984,Film | Actress in 1984,Phyllis Logan,"Another Time, Another Place",False
1984,Film | Actress in 1984,Meryl Streep,Sophie's Choice,False
1984,Film | Adapted Screenplay in 1984,Heat And Dust,Ruth Prawer Jhabvala,True
1984,Film | Adapted Screenplay in 1984,Betrayal,Harold Pinter,False
1984,Film | Adapted Screenplay in 1984,Educating Rita,Willy Russell,False
1984,Film | Adapted Screenplay in 1984,Tootsie,"Larry Gelbart, Murray Schisgal",False
1984,Film | Cinematography in 1984,Fanny And Alexander,Sven Nykvist,True
1984,Film | Cinematography in 1984,Heat And Dust,Walter Lassally,False
1984,Film | Cinematography in 1984,Local Hero,Chris Menges,False
1984,Film | Cinematography in 1984,Zelig,Gordon Willis,False
1984,Film | Costume Design in 1984,La Traviata,Piero Tosi,True
1984,Film | Costume Design in 1984,Fanny And Alexander,Marik Vos,False
1984,Film | Costume Design in 1984,Heat And Dust,Barbara Lane,False
1984,Film | Costume Design in 1984,Tootsie,Ruth Morley,False
1984,Film | Direction in 1984,Local Hero,Bill Forsyth,True
1984,Film | Direction in 1984,Heat And Dust,James Ivory,False
1984,Film | Direction in 1984,The King Of Comedy,Martin Scorsese,False
1984,Film | Direction in 1984,Tootsie,Sydney Pollack,False
1984,Film | Editing in 1984,Flashdance,"Bud Smith, Walt Mulconery",True
1984,Film | Editing in 1984,The King Of Comedy,Thelma Schoonmaker,False
1984,Film | Editing in 1984,Local Hero,Michael Bradsell,False
1984,Film | Editing in 1984,Zelig,Susan E Morse,False
1984,Film | Fellowship in 1984,Sam Spiegel,,True
1984,Film | Film in 1984,Educating Rita,Lewis Gilbert,True
1984,Film | Film in 1984,Heat And Dust,Ismail Merchant,False
1984,Film | Film in 1984,Local Hero,David Puttnam,False
1984,Film | Film in 1984,Tootsie,"Sydney Pollack,  Dick Richards",False
1984,Film | Flaherty Documentary Award in 1984,Schindler,Jon Blair,True
1984,Film | Flaherty Documentary Award in 1984,Forty Minutes: Female Circumcision,Louise Panton,False
1984,Film | Flaherty Documentary Award in 1984,The Visit: Part 3: The Boy David,Alex McCall,False
1984,Film | Flaherty Documentary Award in 1984,Wildlife On One: Night Life,Dilys Breese,False
1984,Film | Foreign Language Film in 1984,Danton,"Margaret Menegoz, Barbara Pec-Slesicka, Andrzej Wajda",True
1984,Film | Foreign Language Film in 1984,Fanny And Alexander,"Jorn Donner, Ingmar Bergman",False
1984,Film | Foreign Language Film in 1984,Finally Sunday (Vivement Dimanche!),"Armand Barbault, François Truffaut",False
1984,Film | Foreign Language Film in 1984,La Traviata,"Tarak Ben Ammar, Franco Zeffirelli",False
1984,Film | Make-Up Artist in 1984,"Dorothy Pearl, George Masters, C Romaina Ford, Allen Weisinger",Tootsie,True
1984,Film | Make-Up Artist in 1984,Gordon Kay,Heat And Dust,False
1984,Film | Make-Up Artist in 1984,"Phil Tippett, Stuart Freeborn",Return Of The Jedi,False
1984,Film | Make-Up Artist in 1984,"Fred Buchner, John Caglione",Zelig,False
1984,Film | Most Promising Newcomer To Film in 1984,Phyllis Logan,"Another Time, Another Place",True
1984,Film | Most Promising Newcomer To Film in 1984,Kevin Kline,Sophie's Choice,False
1984,Film | Most Promising Newcomer To Film in 1984,Greta Scacchi,Heat And Dust,False
1984,Film | Most Promising Newcomer To Film in 1984,Julie Walters,Educating Rita,False
1984,Film | Original Screenplay in 1984,The King Of Comedy,Paul D Zimmerman,True
1984,Film | Original Screenplay in 1984,Local Hero,Bill Forsyth,False
1984,Film | Original Screenplay in 1984,Trading Places,"Timothy Harris, Herschel Weingrod",False
1984,Film | Original Screenplay in 1984,Zelig,Woody Allen,False
1984,Film | Original Song Written for a Film in 1984,An Officer And A Gentleman (Up Where We Belong),"Jack Nitzsche, Buffy Sainte-Marie, Will Jennings",True
1984,Film | Original Song Written for a Film in 1984,Monty Python's The Meaning Of Life (Every Sperm Is Sacred),"Andre Jacquemin, Dave Howman, Michael Palin, Terry Jones",False
1984,Film | Original Song Written for a Film in 1984,Flashdance (Flashdance...What A Feeling),"Giorgio Moroder, Keith Forsey, Irene Cara",False
1984,Film | Original Song Written for a Film in 1984,Tootsie (Tootsie),"Dave Grusin, Alan Bergman, Marilyn Bergman",False
1984,Film | Outstanding British Contribution To Cinema in 1984,Colin Young,,True
1984,Film | Production Design in 1984,La Traviata,"Franco Zeffirelli,  Gianni Quaranta",True
1984,Film | Production Design in 1984,Heat And Dust,Wilfred Shingleton,False
1984,Film | Production Design in 1984,Return Of The Jedi,Norman Reynolds,False
1984,Film | Production Design in 1984,Wargames,Angelo P Graham,False
1984,Film | Score For A Film in 1984,Merry Christmas Mr Lawrence,Ryuichi Sakamoto,True
1984,Film | Score For A Film in 1984,Flashdance,Giorgio Moroder,False
1984,Film | Score For A Film in 1984,Local Hero,Mark Knopfler,False
1984,Film | Score For A Film in 1984,An Officer And A Gentleman,Jack Nitzsche,False
1984,Film | Short Animation in 1984,Henry's Cat,Bob Godfrey,True
1984,Film | Short Animation in 1984,Dangermouse,"Brian Cosgrove, Mark Hall",False
1984,Film | Short Animation in 1984,Paddington Goes To The Movies (A Paddington Special),Barry Leith,False
1984,Film | Short Animation in 1984,The Wind In The Willows,"Mark Hall, Brian Cosgrove",False
1984,Film | Short Film in 1984,Goodie Two Shoes,Ian Emes,True
1984,Film | Short Film in 1984,The Crimson Permanent Assurance,Terry Gilliam,False
1984,Film | Short Film in 1984,John Love,John Davis,False
1984,Film | Short Film in 1984,Keep Off The Grass,Paul Weiland,False
1984,Film | Sound in 1984,Wargames,"Willie D Burton, Michael J Kohut, William L Manger",True
1984,Film | Sound in 1984,Flashdance,"Jim Webb, Buzz Knudson, Robert Glass, Don Digirolamo",False
1984,Film | Sound in 1984,La Traviata,"Cesare D'Amico, Jean Louis Ducarme, Claude Villand, Federico Savina",False
1984,Film | Sound in 1984,Return Of The Jedi,"Ben Burtt, Tony Dawe, Gary Summers",False
1984,Film | Special Award in 1984,Dilys Powell,,True
1984,Film | Special Visual Effects in 1984,Return Of The Jedi,"Richard Edlund, Dennis Muren, Ken Ralston, Kit West",True
1984,Film | Special Visual Effects in 1984,The Dark Crystal,"Roy Field, Brian Smithies, Ian Wingrove",False
1984,Film | Special Visual Effects in 1984,Wargames,"Mike Fink, Joe Digaetano, Jack Cooperman, Don Hansard, Colin Cantwell, William A Fraker",False
1984,Film | Special Visual Effects in 1984,Zelig,"Gordon Willis, Joel Hynek, Stuart Robertson, R Greenberg",False
1984,Film | Supporting Actor in 1984,Denholm Elliott,Trading Places,True
1984,Film | Supporting Actor in 1984,Bob Hoskins,The Honorary Consul,False
1984,Film | Supporting Actor in 1984,Burt Lancaster,Local Hero,False
1984,Film | Supporting Actor in 1984,Jerry Lewis,The King Of Comedy,False
1984,Film | Supporting Actress in 1984,Jamie Lee Curtis,Trading Places,True
1984,Film | Supporting Actress in 1984,Terri Garr,Tootsie,False
1984,Film | Supporting Actress in 1984,Rosemary Harris,The Ploughman's Lunch,False
1984,Film | Supporting Actress in 1984,Maureen Lipman,Educating Rita,False
1985,Film | Actor in 1985,Dr Haing S Ngor,The Killing Fields,True
1985,Film | Actor in 1985,Tom Courtenay,The Dresser,False
1985,Film | Actor in 1985,Albert Finney,The Dresser,False
1985,Film | Actor in 1985,Sam Waterston,The Killing Fields,False
1985,Film | Actress in 1985,Maggie Smith,A Private Function,True
1985,Film | Actress in 1985,Shirley MacLaine,Terms Of Endearment,False
1985,Film | Actress in 1985,Helen Mirren,Cal,False
1985,Film | Actress in 1985,Meryl Streep,Silkwood,False
1985,Film | Adapted Screenplay in 1985,The Killing Fields,Bruce Robinson,True
1985,Film | Adapted Screenplay in 1985,Another Country,Julian Mitchell,False
1985,Film | Adapted Screenplay in 1985,The Dresser,Ronald Harwood,False
1985,Film | Adapted Screenplay in 1985,"Paris, Texas",Sam Shepard,False
1985,Film | Cinematography in 1985,The Killing Fields,Chris Menges,True
1985,Film | Cinematography in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",John Alcott,False
1985,Film | Cinematography in 1985,Indiana Jones And The Temple Of Doom,Douglas Slocombe,False
1985,Film | Cinematography in 1985,Once Upon A Time In America,Tonino Delli Colli,False
1985,Film | Costume Design in 1985,Once Upon A Time In America,Gabriella Pescucci,True
1985,Film | Costume Design in 1985,The Bostonians,"Jenny Beavan, John Bright",False
1985,Film | Costume Design in 1985,The Company Of Wolves,Elizabeth Waller,False
1985,Film | Costume Design in 1985,Swann In Love (Un Amour De Swann),Yvonne Sassinot De Nesle,False
1985,Film | Direction in 1985,"Paris, Texas",Wim Wenders,True
1985,Film | Direction in 1985,The Dresser,Peter Yates,False
1985,Film | Direction in 1985,The Killing Fields,Roland Joffé,False
1985,Film | Direction in 1985,Once Upon A Time In America,Sergio Leone,False
1985,Film | Editing in 1985,The Killing Fields,Jim Clark,True
1985,Film | Editing in 1985,Another Country,Gerry Hambling,False
1985,Film | Editing in 1985,Indiana Jones And The Temple Of Doom,Michael Kahn,False
1985,Film | Editing in 1985,Under Fire,"John Bloom, Mark Conte",False
1985,Film | Film in 1985,The Killing Fields,David Puttnam,True
1985,Film | Film in 1985,The Dresser,Peter Yates,False
1985,Film | Film in 1985,"Paris, Texas","Chris Sievernich, Anatole Dauman",False
1985,Film | Film in 1985,A Private Function,Mark Shivas,False
1985,Film | Flaherty Documentary Award in 1985,28 Up,Michael Apted,True
1985,Film | Flaherty Documentary Award in 1985,GI Brides,Lavinia Warner,False
1985,Film | Flaherty Documentary Award in 1985,South Bank Show: Alan Bennett,David Hinton,False
1985,Film | Flaherty Documentary Award in 1985,Afghanistan Reports: Allah Against The Gunships,Sandy Gall,False
1985,Film | Foreign Language Film in 1985,Carmen,"Emiliano Piedra, Carlos Saura",True
1985,Film | Foreign Language Film in 1985,The Return Of Martin Guerre (Le Retour De Martin Guerre),Daniel Vigne,False
1985,Film | Foreign Language Film in 1985,Sunday In The Country,"Alain Sarde, Bertrand Tavernier",False
1985,Film | Foreign Language Film in 1985,Swann In Love,"Margaret Menegoz, Volker Schlöndorff",False
1985,Film | Make-Up Artist in 1985,"Paul Engelen, Peter Frampton, Rick Baker, Joan Hills","Greystoke: The Legend Of Tarzan, Lord Of The Apes",True
1985,Film | Make-Up Artist in 1985,"Jane Royle, Christopher Tucker",The Company Of Wolves,False
1985,Film | Make-Up Artist in 1985,Alan Boyle,The Dresser,False
1985,Film | Make-Up Artist in 1985,Tommie Manderson,The Killing Fields,False
1985,Film | Most Promising Newcomer To Film in 1985,Dr Haing S Ngor,The Killing Fields,True
1985,Film | Most Promising Newcomer To Film in 1985,Rupert Everett,Another Country,False
1985,Film | Most Promising Newcomer To Film in 1985,John Lynch,Cal,False
1985,Film | Most Promising Newcomer To Film in 1985,Tim Roth,The Hit,False
1985,Film | Original Screenplay in 1985,Broadway Danny Rose,Woody Allen,True
1985,Film | Original Screenplay in 1985,The Big Chill,"Lawrence Kasdan, Barbara Benedek",False
1985,Film | Original Screenplay in 1985,Comfort And Joy,Bill Forsyth,False
1985,Film | Original Screenplay in 1985,A Private Function,Alan Bennett,False
1985,Film | Original Song Written for a Film in 1985,Ghostbusters (Ghostbusters),Ray Parker Jr,True
1985,Film | Original Song Written for a Film in 1985,The Woman In Red (I Just Called To Say I Love You),Stevie Wonder,False
1985,Film | Original Song Written for a Film in 1985,Give My Regards To Broad Street (No More Lonely Nights),Paul McCartney,False
1985,Film | Original Song Written for a Film in 1985,Electric Dreams (Together In Electric Dreams),"Giorgio Moroder, Philip Oakey",False
1985,Film | Outstanding British Contribution To Cinema in 1985,Alan Parker & Alan Marshall,,True
1985,Film | Production Design in 1985,The Killing Fields,Roy Walker,True
1985,Film | Production Design in 1985,The Company Of Wolves,Anton Furst,False
1985,Film | Production Design in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",Stuart Craig,False
1985,Film | Production Design in 1985,1984,Allan Cameron,False
1985,Film | Score For A Film in 1985,Once Upon A Time In America,Ennio Morricone,True
1985,Film | Score For A Film in 1985,Carmen,Paco De Lucía,False
1985,Film | Score For A Film in 1985,The Killing Fields,Mike Oldfield,False
1985,Film | Score For A Film in 1985,"Paris, Texas",Ry Cooder,False
1985,Film | Short Animation in 1985,Rupert And The Frog Song,Geoff Dunbar,True
1985,Film | Short Animation in 1985,Dangermouse,"Brian Cosgrove, Mark Hall",False
1985,Film | Short Animation in 1985,Thomas The Tank Engine And Friends,"Britt Allcroft, David Mitton, Robert Cardona",False
1985,Film | Short Animation in 1985,The Wind In The Willows (Series),"Mark Hall, Brian Cosgrove",False
1985,Film | Short Film in 1985,The Dress,Eva Sereny,True
1985,Film | Short Film in 1985,Killing Time,Chris O'Reilly,False
1985,Film | Short Film in 1985,Samson And Delilah,Mark Peploe,False
1985,Film | Sound in 1985,The Killing Fields,"Ian Fuller, Clive Winter, Bill Rowe",True
1985,Film | Sound in 1985,Carmen,"Carlos Faruolo, Alfonso Marcos, Antonio Illan",False
1985,Film | Sound in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes","Ivan Sharrock, Gordon K McCallum, Les Wiggins, Roy Baker",False
1985,Film | Sound in 1985,Indiana Jones And The Temple Of Doom,"Ben Burtt, Simon Kaye, Laurel Ladevich",False
1985,Film | Special Visual Effects in 1985,Indiana Jones And The Temple Of Doom,"Dennis Muren, George Gibbs, Mike McAlister, Lorne Peterson",True
1985,Film | Special Visual Effects in 1985,The Company Of Wolves,"Christopher Tucker, Alan Whibley",False
1985,Film | Special Visual Effects in 1985,Ghostbusters,Richard Edlund,False
1985,Film | Special Visual Effects in 1985,The Killing Fields,Fred Cramer,False
1985,Film | Supporting Actor in 1985,Denholm Elliott,A Private Function,True
1985,Film | Supporting Actor in 1985,Michael Elphick,Gorky Park,False
1985,Film | Supporting Actor in 1985,Ian Holm,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",False
1985,Film | Supporting Actor in 1985,Ralph Richardson,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",False
1985,Film | Supporting Actress in 1985,Liz Smith,A Private Function,True
1985,Film | Supporting Actress in 1985,Eileen Atkins,The Dresser,False
1985,Film | Supporting Actress in 1985,Cher,Silkwood,False
1985,Film | Supporting Actress in 1985,Tuesday Weld,Once Upon A Time In America,False
1986,Film | Actor in a Leading Role in 1986,William Hurt,Kiss Of The Spider Woman,True
1986,Film | Actor in a Leading Role in 1986,Victor Banerjee,A Passage To India,False
1986,Film | Actor in a Leading Role in 1986,Harrison Ford,Witness,False
1986,Film | Actor in a Leading Role in 1986,F Murray Abraham,Amadeus,False
1986,Film | Actor in a Supporting Role in 1986,Denholm Elliott,Defence Of The Realm,True
1986,Film | Actor in a Supporting Role in 1986,James Fox,A Passage To India,False
1986,Film | Actor in a Supporting Role in 1986,John Gielgud,Plenty,False
1986,Film | Actor in a Supporting Role in 1986,Saeed Jaffrey,My Beautiful Laundrette,False
1986,Film | Actress in a Leading Role in 1986,Peggy Ashcroft,A Passage To India,True
1986,Film | Actress in a Leading Role in 1986,Mia Farrow,The Purple Rose Of Cairo,False
1986,Film | Actress in a Leading Role in 1986,Kelly McGillis,Witness,False
1986,Film | Actress in a Leading Role in 1986,Alexandra Pigg,Letter To Brezhnev,False
1986,Film | Actress in a Supporting Role in 1986,Rosanna Arquette,Desperately Seeking Susan,True
1986,Film | Actress in a Supporting Role in 1986,Judi Dench,Wetherby,False
1986,Film | Actress in a Supporting Role in 1986,Anjelica Huston,Prizzi's Honour,False
1986,Film | Actress in a Supporting Role in 1986,Tracey Ullman,Plenty,False
1986,Film | Adapted Screenplay in 1986,Prizzi's Honour,"Richard Condon, Janet Roach",True
1986,Film | Adapted Screenplay in 1986,Amadeus,Peter Shaffer,False
1986,Film | Adapted Screenplay in 1986,A Passage To India,David Lean,False
1986,Film | Adapted Screenplay in 1986,The Shooting Party,Julian Bond,False
1986,Film | Cinematography in 1986,Amadeus,Miroslav Ondricek,True
1986,Film | Cinematography in 1986,The Emerald Forest,Philippe Rousselot,False
1986,Film | Cinematography in 1986,A Passage To India,Ernest Day,False
1986,Film | Cinematography in 1986,Witness,John Seale,False
1986,Film | Costume Design in 1986,The Cotton Club,Milena Canonero,True
1986,Film | Costume Design in 1986,Amadeus,Theodore Pistek,False
1986,Film | Costume Design in 1986,Legend,Charles Knode,False
1986,Film | Costume Design in 1986,A Passage To India,Judy Moorcroft,False
1986,Film | Editing in 1986,Amadeus,"Nena Danevic, Michael Chandler",True
1986,Film | Editing in 1986,Back To The Future,"Arthur Schmidt, Harry Keramidas",False
1986,Film | Editing in 1986,A Chorus Line,John Bloom,False
1986,Film | Editing in 1986,Witness,Thom Noble,False
1986,Film | Fellowship in 1986,Steven Spielberg,,True
1986,Film | Film in 1986,The Purple Rose Of Cairo,"Robert Greenhut, Woody Allen",True
1986,Film | Film in 1986,Amadeus,"Saul Zaentz, Milos Forman",False
1986,Film | Film in 1986,Back To The Future,"Bob Gale, Neil Canton, Robert Zemeckis",False
1986,Film | Film in 1986,A Passage To India,"John Brabourne, Richard Goodwin, David Lean",False
1986,Film | Film in 1986,Witness,"Edward S Feldman, Peter Weir",False
1986,Film | Flaherty Documentary Award in 1986,Omnibus: Leonard Berstein's West Side Story,Christopher Swann,True
1986,Film | Flaherty Documentary Award in 1986,Marilyn Monroe: Say Goodbye To The President,Christopher Olgiati,False
1986,Film | Flaherty Documentary Award in 1986,David Lean: A Life In Film,Nigel Wattis,False
1986,Film | Flaherty Documentary Award in 1986,The Frozen Ocean: Part 1 - Kingdom Of The Ice Bear,"Mike Salisbury, Hugh Miles",False
1986,Film | Foreign Language Film in 1986,Colonel Redl (Oberst Redl),"Manfred Durniok, István Szabó",True
1986,Film | Foreign Language Film in 1986,Carmen,"Patrice Ledoux, Francesco Rosi",False
1986,Film | Foreign Language Film in 1986,Dim Sum - A Little Bit Of Heart,"Tom Sternberg, Wayne Wang, Danny Yung",False
1986,Film | Foreign Language Film in 1986,Subway,"Luc Besson, François Ruggieri",False
1986,Film | Make-Up Artist in 1986,"Paul LeBlanc, Dick Smith",Amadeus,True
1986,Film | Make-Up Artist in 1986,"Peter Frampton, Paul Engelen Anna Dryhurst, Luis Michelotti, Beth Presares",The Emerald Forest,False
1986,Film | Make-Up Artist in 1986,"Peter Robb-King, Rob Bottin",Legend,False
1986,Film | Make-Up Artist in 1986,Michael Westmore,Mask,False
1986,Film | Original Screenplay in 1986,The Purple Rose Of Cairo,Woody Allen,True
1986,Film | Original Screenplay in 1986,Back To The Future,"Robert Zemeckis, Bob Gale",False
1986,Film | Original Screenplay in 1986,My Beautiful Laundrette,Hanif Kureishi,False
1986,Film | Original Screenplay in 1986,Witness,"Earl W Wallace, William Kelley",False
1986,Film | Outstanding British Contribution To Cinema in 1986,Sydney Samuelson,,True
1986,Film | Production Design in 1986,Brazil,Norman Garwood,True
1986,Film | Production Design in 1986,Amadeus,Patrizia Von Brandenstein,False
1986,Film | Production Design in 1986,Back To The Future,Lawrence G Paull,False
1986,Film | Production Design in 1986,A Passage To India,John Box,False
1986,Film | Score For A Film in 1986,Witness,Maurice Jarre,True
1986,Film | Score For A Film in 1986,Beverly Hills Cop,Harold Faltermeyer,False
1986,Film | Score For A Film in 1986,The Emerald Forest,"Junior Homrich, Brian Gascoigne",False
1986,Film | Score For A Film in 1986,A Passage To India,Maurice Jarre,False
1986,Film | Short Animation in 1986,Alias The Jester,"Brian Cosgrove, Mark Hall",True
1986,Film | Short Animation in 1986,Dangermouse,"Brian Cosgrove, Mark Hall",False
1986,Film | Short Animation in 1986,Superted,"David Edwards, Mike Young",False
1986,Film | Short Animation in 1986,The Wind In The Willows: Winter Sports,"Mark Hall, Brian Cosgrove",False
1986,Film | Short Film in 1986,Careless Talk,Noella Smith,True
1986,Film | Short Film in 1986,One For My Baby,Chris Fallon,False
1986,Film | Short Film in 1986,The Woman Who Married Clark Gable,Thaddeus O'Sullivan,False
1986,Film | Sound in 1986,Amadeus,"John Nutt, Chris Newman, Mark Berger",True
1986,Film | Sound in 1986,Carmen,"Hugues Darmois, Harald Maury, Dominique Hennequin, Bernard Le Roux",False
1986,Film | Sound in 1986,A Chorus Line,"Jonathan Bates, Chris Newman, Gerry Humphreys",False
1986,Film | Sound in 1986,The Cotton Club,"Edward Beyer, Jack Jacobsen, David Carroll",False
1986,Film | Special Visual Effects in 1986,Brazil,"George Gibbs, Richard Conway",True
1986,Film | Special Visual Effects in 1986,Back To The Future,"Kevin Pike, Ken Ralston",False
1986,Film | Special Visual Effects in 1986,Legend,"Nick Allder, Peter Voysey",False
1986,Film | Special Visual Effects in 1986,The Purple Rose Of Cairo,"R, Greenberg Associates",False
1987,Film | Achievement in Direction in 1987,Woody Allen,Hannah And Her Sisters,True
1987,Film | Achievement in Direction in 1987,Roland Joffé,The Mission,False
1987,Film | Achievement in Direction in 1987,Neil Jordan,Mona Lisa,False
1987,Film | Achievement in Direction in 1987,James Ivory,A Room With A View,False
1987,Film | Actor in a Leading Role in 1987,Bob Hoskins,Mona Lisa,True
1987,Film | Actor in a Leading Role in 1987,Woody Allen,Hannah And Her Sisters,False
1987,Film | Actor in a Leading Role in 1987,Michael Caine,Hannah And Her Sisters,False
1987,Film | Actor in a Leading Role in 1987,Paul Hogan,Crocodile Dundee,False
1987,Film | Actor in a Supporting Role in 1987,Ray McAnally,The Mission,True
1987,Film | Actor in a Supporting Role in 1987,Klaus Maria Brandauer,Out Of Africa,False
1987,Film | Actor in a Supporting Role in 1987,Simon Callow,A Room With A View,False
1987,Film | Actor in a Supporting Role in 1987,Denholm Elliott,A Room With A View,False
1987,Film | Actress in a Leading Role in 1987,Maggie Smith,A Room With A View,True
1987,Film | Actress in a Leading Role in 1987,Mia Farrow,Hannah And Her Sisters,False
1987,Film | Actress in a Leading Role in 1987,Meryl Streep,Out Of Africa,False
1987,Film | Actress in a Leading Role in 1987,Cathy Tyson,Mona Lisa,False
1987,Film | Actress in a Supporting Role in 1987,Judi Dench,A Room With A View,True
1987,Film | Actress in a Supporting Role in 1987,Rosanna Arquette,After Hours,False
1987,Film | Actress in a Supporting Role in 1987,Barbara Hershey,Hannah And Her Sisters,False
1987,Film | Actress in a Supporting Role in 1987,Rosemary Leach,A Room With A View,False
1987,Film | Adapted Screenplay in 1987,Out Of Africa,Kurt Luedtke,True
1987,Film | Adapted Screenplay in 1987,Children Of A Lesser God,"Hesper Anderson, Mark Medoff",False
1987,Film | Adapted Screenplay in 1987,The Color Purple,Menno Mayjes,False
1987,Film | Adapted Screenplay in 1987,Ran,"Akira Kurosawa, Hideo Oguni, Masato Ide",False
1987,Film | Adapted Screenplay in 1987,A Room With A View,Ruth Prawer Jhabvala,False
1987,Film | Cinematography in 1987,Out Of Africa,David Watkin,True
1987,Film | Cinematography in 1987,The Mission,Chris Menges,False
1987,Film | Cinematography in 1987,Ran,"Takao Saito, Masaharu Ueda",False
1987,Film | Cinematography in 1987,A Room With A View,Tony Pierce-Roberts,False
1987,Film | Costume Design in 1987,A Room With A View,"Jenny Beavan, John Bright",True
1987,Film | Costume Design in 1987,The Mission,Enrico Sabbatini,False
1987,Film | Costume Design in 1987,Out Of Africa,Milena Canonero,False
1987,Film | Costume Design in 1987,Ran,Emi Wada,False
1987,Film | Editing in 1987,The Mission,Jim Clark,True
1987,Film | Editing in 1987,Hannah And Her Sisters,Susan E Morse,False
1987,Film | Editing in 1987,Mona Lisa,Lesley Walker,False
1987,Film | Editing in 1987,A Room With A View,Humphrey Dixon,False
1987,Film | Fellowship in 1987,Federico Fellini,,True
1987,Film | Film in 1987,A Room With A View,"Ismail Merchant, James Ivory",True
1987,Film | Film in 1987,Hannah And Her Sisters,"Robert Greenhut, Woody Allen",False
1987,Film | Film in 1987,The Mission,"Fernando Ghia, David Puttnam, Roland Joffé",False
1987,Film | Film in 1987,Mona Lisa,"Stephen Woolley, Patrick Cassavetti, Neil Jordan",False
1987,Film | Flaherty Documentary Award in 1987,Shoah,Claude Lanzmann,True
1987,Film | Flaherty Documentary Award in 1987,Viewpoint '86: Afghanistan: The Agony Of A Nation,Sandy Gall,False
1987,Film | Flaherty Documentary Award in 1987,Omnibus: The Mission,Robin Lough,False
1987,Film | Flaherty Documentary Award in 1987,Forty Minutes: The Fishing Party,Paul Watson,False
1987,Film | Flaherty Documentary Award in 1987,Equinox: Prisoner Of Consciousness,John Dollar,False
1987,Film | Flaherty Documentary Award in 1987,British Cinema: Personal View - A Turnip Head's Guide To The British Cinema,Alan Parker,False
1987,Film | Foreign Language Film in 1987,Ran,"Serge Silberman, Masato Hara, Akira Kurosawa",True
1987,Film | Foreign Language Film in 1987,Betty Blue (37°2 Le Matin),Jean-Jacques Beineix,False
